show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s321;Movie;Afonso Padilha: Classless;Junior Carelli, Rudge Campos;Afonso Padilha;Brazil;03/09/2020;2020;TV-MA;63 min;Stand-Up Comedy;Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.
s325;TV Show;After Life;;Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman;United Kingdom;24/04/2020;2020;TV-MA;2 Seasons;British TV Shows, International TV Shows, TV Comedies;Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.
s328;Movie;After Porn Ends 3;Brittany Andrews;;United States;30/12/2018;2018;TV-MA;87 min;Documentaries;This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.
s330;Movie;After We Collided;Roger Kumble;Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul McGhie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes;United States;22/12/2020;2020;R;105 min;Dramas, Romantic Movies;Tessa fell hard and fast for Hardin, but after a betrayal tears them apart, she must decide whether to move on — or trust him with a second chance.
s331;Movie;Aftermath;Elliott Lester;Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson, Glenn Morshower, Hannah Ware, Mo McRae, Martin Donovan, Larry Sullivan, Mariana Klaveno, Kevin Zegers, Lewis Pullman;United Kingdom, United States;15/03/2020;2017;R;94 min;Dramas;After an air traffic controller's mistake results in a tragic accident, a man who lost his wife and daughter seeks answers from the man responsible.
s332;Movie;Afterschool;Antonio Campos;Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie DeWitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof;United States;13/08/2020;2008;TV-MA;107 min;Dramas, Independent Movies;When a prep school loner films two classmates overdosing on cocaine, his footage plays a role in the emotional fallout within the school community.
s333;Movie;Aftershock;Nicolás López;Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán;United States, Chile;07/03/2018;2012;R;89 min;Action & Adventure, Horror Movies;An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival.
s335;Movie;Agatha and the Truth of Murder;Terry Loane;Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim McInnerny, Ralph Ineson, Michael McElhatton;United Kingdom;31/01/2019;2018;TV-MA;92 min;Dramas;In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.
s336;TV Show;Age Gap Love;;Fay Ripley;United Kingdom;12/07/2019;2017;TV-MA;1 Season;British TV Shows, Reality TV, Romantic TV Shows;Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.
s337;TV Show;Age of Glory;;Debbie Goh, Aenie Wong, Frederick Lee, Leslie Chai;;14/08/2017;2010;TV-MA;2 Seasons;International TV Shows, Romantic TV Shows, TV Dramas;Amid the thriving nightlife of 1960s Kuala Lumpur, three Chinese friends – a showgirl, her housekeeper and a chanteuse – find love and heartbreak.
s338;TV Show;Age of Rebellion;Peter Ho;Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu;Taiwan;01/09/2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.
s340;TV Show;Agent;;Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema;Mauritius, South Africa;20/12/2019;2019;TV-MA;1 Season;International TV Shows, TV Dramas;A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.
s345;Movie;Agustín Aristarán: Soy Rada;Mariano Baez;Agustín Aristarán;Argentina;16/02/2018;2018;TV-MA;60 min;Stand-Up Comedy;"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine."
s348;Movie;Ai Weiwei: Never Sorry;Alison Klayman;Ai Weiwei, Lao Ai;United States;01/03/2018;2012;R;91 min;Documentaries;Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.
s350;TV Show;Ainori Love Wagon: Asian Journey;;Becky, Audrey, Mayuko Kawakita, Shimon Okura;Japan;28/03/2019;2018;TV-MA;2 Seasons;International TV Shows, Reality TV, Romantic TV Shows;Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.
s356;Movie;Aiyaary;Neeraj Pandey;Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar;India;15/05/2018;2018;TV-MA;158 min;Action & Adventure, Dramas, International Movies;When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.
s361;TV Show;AJIN: Demi-Human;;Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki;Japan;27/12/2016;2016;TV-MA;2 Seasons;Anime Series, International TV Shows;A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.
s362;Movie;Ajji;Devashish Makhija;Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma;India;01/05/2018;2017;TV-MA;105 min;Dramas, International Movies;When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.
s363;Movie;AK vs AK;Vikramaditya Motwane;Anil Kapoor, Anurag Kashyap;India;25/12/2020;2020;TV-MA;109 min;Comedies, Dramas, International Movies;After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time.
s367;Movie;Al acecho;Francisco D'Eufemia;Rodrigo de la Serna, Belen Blanco, Walter Jakob, Facundo Aquinos, Patricia Calisaya;;12/01/2021;2019;TV-MA;81 min;International Movies, Thrillers;Looking for a fresh start, a park ranger gets a new assignment. When he discovers a network of poachers, survival depends on his lethal instincts.
s370;Movie;Alakada Reloaded;Toyin Abraham;Kehinde Bankole, Lilian Esoro, Bolaji Amusan, Toyin Abraham, Gabriel Afolayan, Bidemi Kosoko, Wumi Toriola, Tayo Amokade, Helen Paul, Liz DaSilva;;06/03/2020;2017;TV-MA;104 min;Comedies, International Movies;To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.
s371;Movie;Alan Saldaña: Mi vida de pobre;Raúl Campos, Jan Suter;Alan Saldaña;Mexico;04/08/2017;2017;TV-MA;54 min;Stand-Up Comedy;Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.
s372;Movie;Alarmoty in the Land of Fire;;;Egypt;05/08/2019;2017;TV-MA;94 min;Comedies, International Movies;While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.
s373;Movie;Alaska Is a Drag;Shaz Bennett;Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei;United States;31/12/2020;2017;TV-MA;83 min;Dramas, LGBTQ Movies;Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.
s374;Movie;Albert Pinto Ko Gussa Kyun Aata Hai?;Soumitra Ranade;Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi;India;31/12/2019;2019;TV-MA;85 min;Dramas, Independent Movies, International Movies;As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.
s376;Movie;Alejandro Riaño: Especial de stand up;;Alejandro Riaño;Colombia;10/01/2018;2018;TV-MA;60 min;Stand-Up Comedy;Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.
s377;Movie;Alejandro Sanz: What I Was Is What I Am;Gervasio Iglesias, Alexis Morante;Alejandro Sanz;Spain;18/08/2018;2018;TV-MA;102 min;Documentaries, International Movies, Music & Musicals;A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.
s378;Movie;Alelí;Leticia Jorge Romero;Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli;Uruguay, Argentina;16/04/2020;2019;TV-MA;88 min;Comedies, Dramas, International Movies;Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.
s379;Movie;Alex Fernández: The Best Comedian in the World;Alex Díaz;Alex Fernández;Mexico;23/01/2020;2020;TV-MA;51 min;Stand-Up Comedy;Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.
s380;Movie;Alex Strangelove;Craig Johnson;Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry;United States;08/06/2018;2018;TV-MA;100 min;Comedies, Dramas, Independent Movies;High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.
s382;Movie;Alexandria ... Why?;Youssef Chahine;Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist;Egypt, Algeria;18/06/2020;1979;TV-MA;131 min;Classic Movies, Dramas, International Movies;Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.
s383;Movie;Alexandria: Again and Forever;Youssef Chahine;Youssef Chahine, Yousra, Hussein Fahmy, Amr Abdel-Geleel, Taheya Cariocca, Hesham Selim, Huda Sultan, Ragaa Hussein;France, Egypt;18/06/2020;1989;TV-MA;109 min;Classic Movies, Dramas, International Movies;At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.
s384;Movie;Alexis Viera: A Story of Surviving;Luis Ara;Alexis Viera;Uruguay;20/03/2019;2019;TV-MA;69 min;Documentaries, International Movies, Sports Movies;After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.
s386;Movie;Ali Baba ve 7 Cüceler;Cem Y?lmaz;Cem Y?lmaz, Irina Ivkina, Çetin Altay, Zafer Algöz, Can Y?lmaz, Bahtiyar Engin, Fevzi Gökçe, Yosi Mizrahi;Turkey;01/07/2020;2015;TV-MA;115 min;Action & Adventure, Comedies, International Movies;A garden gnome vendor and his brother-in-law attend a trade fair in Sofia, where they accidentally stumble into shenanigans involving a mafia boss.
s387;Movie;Ali Wong: Baby Cobra;Jay Karas;Ali Wong;United States;06/05/2016;2016;TV-MA;60 min;Stand-Up Comedy;Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.
s388;Movie;Ali Wong: Hard Knock Wife;Jay Karas;Ali Wong;United States;13/05/2018;2018;TV-MA;64 min;Stand-Up Comedy;"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
s389;Movie;Ali's Wedding;Jeffrey Walker;Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr;Australia;08/06/2018;2018;TV-MA;110 min;Comedies, Independent Movies, International Movies;After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.
s390;TV Show;Alias Grace;;Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg;Canada;03/11/2017;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.
s391;Movie;Alias JJ, la celebridad del mal;;;;01/09/2017;2017;TV-MA;54 min;Documentaries, International Movies;Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.
s393;Movie;Alice Doesn't Live Here Anymore;Martin Scorsese;Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter;United States;01/07/2019;1974;PG;112 min;Classic Movies, Comedies, Dramas;A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.
s394;TV Show;Alice in Borderland;;Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi, Dori Sakurada, Aya Asahina, Shuntaro Yanagi, Yutaro Watanabe, Ayame Misaki, Mizuki Yoshida, Tsuyoshi Abe, Nobuaki Kaneko, Sho Aoyagi, Riisa Naka;Japan;10/12/2020;2020;TV-MA;1 Season;International TV Shows, TV Action & Adventure, TV Mysteries;An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.
s395;Movie;Alice Junior;Gil Baroni;Anne Celestino Mota, Emmanuel Rosset, Matheus Moura, Surya Amitrano, Thaís Schier, Cida Rolim, Katia Horn, Igor Augustho, Marcel Szymanski;Brazil;23/10/2020;2019;TV-MA;87 min;Comedies, International Movies, LGBTQ Movies;In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.
s398;Movie;Alien Warfare;Jeremiah Jones;Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King;United States;05/04/2019;2019;TV-MA;88 min;Action & Adventure, Sci-Fi & Fantasy;The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
s401;Movie;Aliens Ate My Homework;Sean McNamara;William Shatner, Dan Payne, Kirsten Robek, Ty Consiglio, Sean McNamara, Christian Convery, Jayden Greig, Lauren McNamara, Alex Zahara, Sandy Robson;United States;06/03/2018;2018;PG;90 min;Children & Family Movies, Comedies, Sci-Fi & Fantasy;Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.
s403;Movie;All About Love;Adze Ugah;Chris Attoh, Katlego Danke, Enyinna Nwigwe, Nomzamo Mbatha, Richard Lukunku, Zenande Mfenyane, Leroy Gopal, Angela Sithole;South Africa;06/03/2020;2017;TV-MA;79 min;Dramas, International Movies, Romantic Movies;An inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.
s404;Movie;All About Nina;Eva Vives;Mary Elizabeth Winstead, Common, Kate del Castillo, Chace Crawford, Jay Mohr, Beau Bridges, Clea DuVall, Melonie Diaz, Camryn Manheim, Mindy Sterling, Angelique Cabral, Nicole Byer, Todd Louiso, Elizabeth Masucci, Sonoya Mizuno, Charlotte Newhouse, Victor Rasuk, Andree Vermeulen;United States;18/03/2019;2018;R;101 min;Comedies, Dramas, Independent Movies;Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty.
s408;Movie;All Day and a Night;Joe Robert Cole;Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye;United States;01/05/2020;2020;R;122 min;Dramas, Independent Movies;While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.
s410;TV Show;All For Love;;Ana María Estupiñán, Carlos Torres, Yuri Vargas, Jim Muñoz, Julio Sánchez Cóccaro, Alina Lozano, Valeria Gálviz, Juan Millán, Juan del Río, Mario Duarte;Colombia;26/06/2020;2020;TV-MA;1 Season;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.
s411;Movie;All Good Ones Get Away;Víctor García;Claire Forlani, Jake Abel, Titus Welliver, Melina Matthews;Spain, Italy;30/07/2019;2019;TV-MA;83 min;International Movies, Thrillers;When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.
s416;Movie;All Light Will End;Chris Blake;Ashley Pereira, Alexandra Harris, Ted Welch, Sam Jones III, Sarah Butler, Andy Buckley, Graham Outerbridge, Michael James Thomas, John Schuck, Aaron Munoz;United States;02/02/2019;2018;TV-MA;84 min;Horror Movies, Thrillers;A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.
s417;Movie;All of You;Dan Villegas;Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma;Philippines;11/01/2019;2017;TV-MA;104 min;Comedies, Dramas, International Movies;Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.
s418;Movie;All the Boys Love Mandy Lane;Jonathan Levine;Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price;United States;03/07/2018;2006;R;91 min;Horror Movies;During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.
s419;Movie;All The Bright Places;Brett Haley;Elle Fanning, Justice Smith, Luke Wilson, Keegan-Michael Key, Alexandra Shipp, Lamar Johnson, Virginia Gardner, Kelli O'Hara, Felix Mallard, Sofia Hasmik;United States;28/02/2020;2020;TV-MA;109 min;Dramas, Romantic Movies;Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.
s420;Movie;All the Devil's Men;Matthew Hope;Milo Gibson, Sylvia Hoeks, Gbenga Akinnagbe, William Fichtner, Joseph Millson, Elliot Cowan, Perry Fitzpatrick, Warren Rusher;United Kingdom;15/05/2019;2018;R;100 min;Action & Adventure;A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.
s422;Movie;All The Reasons To Forget;Pedro Coutinho;Johnny Massaro, Bianca Comparato, Regina Braga, Maria Laura Nogueira, Victor Mendes, Thiago Amaral, Rafael Primot, Eduardo Mossri, Rita Batata, Larissa Ferrara;Brazil;19/04/2018;2017;TV-MA;90 min;Comedies, Dramas, International Movies;A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.
s423;Movie;All Together Now;Brett Haley;Auli'i Cravalho, Justina Machado, Rhenzy Feliz, Fred Armisen, Carol Burnett, Judy Reyes, Taylor Richardson, C.S. Lee, Anthony Jacques;United States;29/08/2020;2020;PG;94 min;Dramas;An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?
s425;Movie;Alles ist gut;Eva Trobisch;Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister;Germany;06/06/2019;2019;TV-MA;90 min;Dramas, International Movies;A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.
s426;Movie;AllI Wish;Susan Walter;Sharon Stone, Tony Goldwyn, Liza Lapira, Ellen Burstyn, Jason Gibson, Famke Janssen, Caitlin Fitzgerald, Gilles Marini, Erica Ash, Tom Paolino;United States;18/03/2020;2017;R;95 min;Dramas, Romantic Movies;Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life.
s427;TV Show;Almost Happy;Hernán Guerschuny;Sebastián Wainraich, Natalie Pérez, Santiago Korovsky;Argentina;02/05/2020;2020;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Comedies;Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.
s428;Movie;Almost Love;Mike Doyle;Scott Evans, Augustus Prew, Kate Walsh, Michelle Buteau, Zoë Chao, Patricia Clarkson, Colin Donnell, Christopher Gray;United States;02/08/2020;2020;TV-MA;92 min;Comedies, Dramas, Independent Movies;A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.
s430;Movie;Alone in Berlin;Vincent Perez;Emma Thompson, Brendan Gleeson, Daniel Brühl, Monique Chaumette, Joachim Bissmeier, Katrin Pollitt, Lars Rudolph, Uwe Preuss, Daniel Sträßer, Rainer Reiners, Mikael Persbrandt;United Kingdom, France, Germany;15/02/2019;2016;R;103 min;Dramas;After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.
s432;Movie;Along Came a Spider;Lee Tamahori;Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller;United States, Germany, Canada;01/10/2019;2001;R;103 min;Thrillers;When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent.
s437;Movie;Alt-Right: Age of Rage;Adam Bhala Lough;Daryle Lamont Jenkins, Richard Spencer;;28/01/2019;2018;TV-MA;106 min;Documentaries;This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
s438;TV Show;Altered Carbon;;Joel Kinnaman, James Purefoy, Martha Higareda, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee, Kristin Lehman, Chris Conner, Ato Essandoh, Tamara Taylor, Byron Mann;United States;27/02/2020;2020;TV-MA;2 Seasons;Crime TV Shows, TV Action & Adventure, TV Dramas;After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.
s439;Movie;Altered Carbon: Resleeved;Takeru Nakajima, Yoshiyuki Okada;Tatsuhisa Suzuki, Rina Satou, Ayaka Asai, Jouji Nakata, Kenji Yamauchi, Kanehira Yamamoto, Koji Ishii;Japan, United States;19/03/2020;2020;TV-MA;75 min;Action & Adventure, Anime Features, International Movies;On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.
s443;Movie;Amanda Knox;Rod Blackhurst, Brian McGinn;;Denmark, United States;30/09/2016;2016;TV-MA;92 min;Documentaries;She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
s445;Movie;Amar;Esteban Crespo;María Pedraza, Pol Monen, Natalia Tena, Nacho Fresneda, Greta Fernández, Gustavo Salmerón, Celso Bugallo, Sonia Almarcha, Marta Belenguer;Spain;15/07/2017;2017;TV-MA;104 min;Dramas, International Movies, Romantic Movies;Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.
s446;Movie;Amar Akbar & Tony;Atul Malhotra;Rez Kempton, Sam Vincenti, Martin Delaney, Karen David, Laura Aikman, Goldy Notay, Meera Syal, Nina Wadia, Tanveer Ghani, Amrita Acharia;United Kingdom;20/06/2017;2015;TV-MA;92 min;Comedies, Dramas, International Movies;The brotherly bond between three childhood friends – one Sikh, one Muslim and one Catholic – is tested by the often comic absurdities of adulthood.
s449;Movie;Amateur;Ryan Koo;Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson;United States;06/04/2018;2018;TV-MA;96 min;Dramas, Independent Movies, Sports Movies;After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.
s454;Movie;American Anarchist;Charlie Siskel;William Powell;United States;23/06/2017;2016;TV-MA;81 min;Documentaries;"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions."
s455;Movie;American Assassin;Michael Cuesta;Dylan O'Brien, Michael Keaton, Sanaa Lathan, Shiva Negar, Taylor Kitsch, Trevor White, Navid Negahban, Scott Adkins, David Suchet, Sydney Rae White;United States;31/01/2020;2017;R;112 min;Action & Adventure;After grad student Mitch Rapp suffers a tragic loss during a terrorist attack, his single-minded thirst for vengeance catches the interest of the CIA.
s456;Movie;American Beauty;Sam Mendes;Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards;United States;01/01/2020;1999;R;122 min;Dramas;While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends.
s458;TV Show;American Crime;;Felicity Huffman, Timothy Hutton, Elvis Nolasco, Regina King, Lili Taylor, Richard Cabral, Brent Anderson, Benito Martinez, Shane Jacobsen, W. Earl Brown, Caitlin Gerard, Penelope Ann Miller, Johnny Ortiz;United States;30/05/2017;2017;TV-MA;3 Seasons;Crime TV Shows, TV Dramas;This anthology series unfolds a different story arc for each season, with dramas focusing on aspects of American life and the criminal justice system.
s459;TV Show;American Crime Story: The People v. O.J. Simpson;;Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton;United States;06/03/2019;2016;TV-MA;1 Season;Crime TV Shows, TV Dramas;This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree.
s460;Movie;American Experience: Ruby Ridge;Barak Goodman;Dave Hunt, Bo Gritz, Sara Weaver;United States;19/04/2017;2017;TV-MA;53 min;Documentaries;A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992.
s465;Movie;American Hangman;Wilson Coneybeare;Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther;Canada;30/07/2019;2019;TV-MA;99 min;Thrillers;A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death.
s466;Movie;American Heist;Sarik Andreasyan;Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest;Canada, Luxembourg;23/10/2019;2014;R;95 min;Action & Adventure, Dramas;An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.
s467;Movie;American History X;Tony Kaye;Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry;United States;01/11/2019;1998;R;119 min;Dramas;A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?
s468;Movie;American Honey;Andrea Arnold;Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes;United Kingdom, United States;27/04/2019;2016;R;163 min;Dramas, Independent Movies;A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip.
