show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s1743;TV Show;Diablero;;Christopher Von Uckermann, Horacio García Rojas, Gisselle Kuri, Fátima Molina, Dolores Heredia, Humberto Busto, Quetzalli Cortés, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas;Mexico;31/01/2020;2020;TV-MA;2 Seasons;International TV Shows, Spanish-Language TV Shows, TV Action & Adventure;When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.
s1745;TV Show;Diamond City;;Noxee Maqashalala, Angela Sithole, Nambitha Ben-Mazwi, Thabang Molaba, Lehlohonolo Makoko, Ilse Klink, Makgano Mamabolo, Tshepo Maseko;;18/12/2020;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;A prominent prosecuting attorney must defend her innocence — and her life — when she's set up and sent to prison as she investigates a conspiracy.
s1751;Movie;Dick Johnson Is Dead;Kirsten Johnson;;United States;02/10/2020;2020;PG-13;90 min;Documentaries;As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable.
s1752;Movie;Die Another Day;Lee Tamahori;Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond;United Kingdom, United States;31/12/2019;2002;PG-13;133 min;Action & Adventure;Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.
s1753;Movie;Die Ontwaking;Johnny Breedt;Gys de Villiers, Juanita de Villiers, Gérard Rudolf, Paul Eilers, Pete Spyropoulos, Jaco Muller, Armand Aucamp, Christine Tesco;South Africa;24/01/2020;2015;TV-MA;90 min;International Movies, Thrillers;An inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women’s skin.
s1754;Movie;Dieter Nuhr: Nuhr in Berlin;Volker Weicker;Dieter Nuhr;Germany;15/11/2016;2016;TV-MA;69 min;Stand-Up Comedy;The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang.
s1759;Movie;Dil Dhadakne Do;Zoya Akhtar;Anil Kapoor, Priyanka Chopra, Ranveer Singh, Anushka Sharma, Farhan Akhtar, Shefali Shah, Rahul Bose, Parmeet Sethi, Vikrant Massey, Zarina Wahab, Aamir Khan;India;15/12/2019;2015;TV-MA;174 min;Comedies, Dramas, International Movies;While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade.
s1766;TV Show;Dinner for Five;;;United States;04/02/2008;2007;TV-MA;1 Season;Stand-Up Comedy & Talk Shows;In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives.
s1767;Movie;Dinner for Schmucks;Jay Roach;Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Jeff Dunham, Bruce Greenwood, Ron Livingston, Chris O'Dowd, Lucy Punch, Stephanie Szostak, David Walliams, Larry Wilmore;United States;01/01/2020;2010;PG-13;115 min;Comedies;The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.
s1773;TV Show;Dirty John;;Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel;United States;25/11/2019;2018;TV-MA;1 Season;Crime TV Shows, TV Dramas, TV Mysteries;Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
s1774;TV Show;Dirty Money;;;United States;11/03/2020;2020;TV-MA;2 Seasons;Crime TV Shows, Docuseries;From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.
s1775;TV Show;Disappearance;;Nelly Karim, Mohamed Mamdouh, Hesham Selim;Egypt;08/03/2019;2018;TV-MA;1 Season;International TV Shows, TV Dramas, TV Mysteries;A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.
s1777;Movie;Disclosure;;;United States;19/06/2020;2020;TV-MA;108 min;Documentaries, LGBTQ Movies;In this documentary, leading trans creatives and thinkers share heartfelt perspectives and analysis about Hollywood's impact on the trans community.
s1779;Movie;Disconnect;David 'Tosh' Gitonga, Michael Jones;Brenda Wairimu, Nick Mutuma, Catherine Kamau, Pascal Tokodi, Patricia Kihoro, Pierra Makena, Bridget Shighadi, Brian Ogola, Illya Frank, Aseem Sharma, Arthur Sanya, Justin Mirichii, Maqbul Mohammed;Kenya;16/10/2020;2018;TV-MA;107 min;Comedies, International Movies, Romantic Movies;A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.
s1780;Movie;Discovering Bigfoot;Todd Standing;Todd Standing;United States;15/12/2017;2017;TV-MA;111 min;Documentaries;Follow Todd Standing, Dr. Jeff Meldrum and other researchers into the wilderness, where they try to capture definitive proof of Sasquatch's existence.
s1782;TV Show;Disjointed;;Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin, Elizabeth Ho, Elizabeth Alderfer, Chris Redd, Betsy Sodaro, Nicole Sullivan, Michael Trucco;United States;12/01/2018;2018;TV-MA;2 Seasons;TV Comedies;Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.
s1784;Movie;District 9;Neill Blomkamp;Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt;South Africa, United States, New Zealand, Canada;04/11/2019;2009;R;112 min;Action & Adventure, International Movies, Sci-Fi & Fantasy;After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.
s1785;TV Show;Diva Brides;;;;02/10/2019;2017;TV-MA;1 Season;British TV Shows, Reality TV;In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.
s1786;Movie;Divines;Houda Benyamina;Déborah Lukumuena, Jisca Kalvanda, Kévin Mischel, Majdouline Idrissi, Oulaya Amamra, Yasin Houicha;France, Qatar;18/11/2016;2016;TV-MA;107 min;Dramas, Independent Movies, International Movies;A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.
s1788;Movie;Django Unchained;Quentin Tarantino;Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson;United States;25/04/2020;2012;R;165 min;Action & Adventure, Dramas;Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.
s1789;Movie;DNA;Maïwenn;Maïwenn, Fanny Ardant, Louis Garrel, Dylan Robert, Marine Vacth, Caroline Chaniolleau, Alain Françon, Florent Lacger, Henri-Noël Tabary, Omar Marwan;France, Algeria;26/12/2020;2020;TV-MA;91 min;Dramas, International Movies;Grieving the death of her grandfather, Neige navigates family conflict and questions her world in this meditation about cultural identity and roots.
s1792;Movie;Do Paise Ki Dhoop Chaar Aane Ki Baarish;Deepti Naval;Manisha Koirala, Rajit Kapoor, Sanaj Naval, Rajendra Gupta, Suhaas Khandke, Nassar Abdulla, Saurabh Dubey, Usha Jadhav, Ashwin Kaushal, Milind Soman;India;22/09/2019;2009;TV-MA;121 min;Dramas, Independent Movies, International Movies;When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.
s1793;TV Show;Doctor Foster;;Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell, Jodie Comer, Victoria Hamilton, Martha Howe-Douglas, Adam James, Thusitha Jayasundera, Sara Stewart, Neil Stuke, Tom Taylor, Robert Pugh, Shazia Nicholls, Cian Barry, Megan Roberts, Charlie Cunniffe, Navin Chowdhry;United Kingdom;31/03/2018;2017;TV-MA;2 Seasons;British TV Shows, International TV Shows, Romantic TV Shows;When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.
s1794;Movie;Doctor Zhivago;David Lean;Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland;United States, Italy, United Kingdom, Liechtenstein;01/11/2019;1965;PG-13;200 min;Classic Movies, Dramas, Romantic Movies;A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.
s1796;Movie;Dog Eat Dog;Paul Schrader;Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos;United States;31/12/2016;2016;TV-MA;93 min;Dramas, Thrillers;A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.
s1798;TV Show;Dogs of Berlin;;Felix Kramer, Fahri Yardim, Anna Maria Mühe, Katharina Schüttler, Alina Stiegler, Urs Rechn, Sinan Farhangmehr, Kais Setti, Mohamed Issa, Hauke Diekamp, David Bennent, Deniz Orta, Katrin Saß, Sebastian Zimmler;Germany;07/12/2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy.
s1799;Movie;Dolemite Is My Name;Craig Brewer;Eddie Murphy, Wesley Snipes, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee;United States;25/10/2019;2019;R;118 min;Comedies, Dramas;In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.
s1800;TV Show;Dollar;;Adel Karam, Amel Bouchoucha;Lebanon;08/08/2019;2019;TV-MA;1 Season;International TV Shows, TV Dramas;Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.
s1801;Movie;Dolly Kitty Aur Woh Chamakte Sitare;Alankrita Shrivastava;Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait;India;18/09/2020;2020;TV-MA;120 min;Dramas, Independent Movies, International Movies;A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.
s1807;Movie;Domino;Brian De Palma;Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani;Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom;28/09/2019;2019;R;89 min;International Movies, Thrillers;A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.
s1811;Movie;Don Verdean;Jared Hess;Sam Rockwell, Amy Ryan, Will Forte, Danny McBride, Jemaine Clement, Leslie Bibb, Steve Park, Sky Elobar, P.J. Boudousqué, Yaniv Moyal;United States;01/03/2020;2015;PG-13;96 min;Comedies;"A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts."
s1812;Movie;Don't Be Afraid of the Dark;Troy Nixey;Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro;United States, Australia, Mexico;02/11/2019;2010;R;99 min;Horror Movies;Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.
s1813;Movie;Don't Crack Under Pressure;Thierry Donard;Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts;France;12/06/2020;2015;TV-MA;95 min;Action & Adventure, Documentaries, International Movies;There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature.
s1814;Movie;Don't Crack Under Pressure II;Thierry Donard;Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts;France;12/06/2020;2016;TV-MA;88 min;Action & Adventure, Documentaries, International Movies;Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations.
s1816;TV Show;Don't F**k with Cats: Hunting an Internet Killer;Mark Lewis;;United Kingdom, United States;18/12/2019;2019;TV-MA;1 Season;Crime TV Shows, Docuseries;A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.
s1819;Movie;Don't Knock Twice;Caradog W. James;Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland;United Kingdom;08/02/2019;2016;R;93 min;Horror Movies, International Movies;A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.
s1820;Movie;Don't Look Down;Daniel Gordon;Richard Branson;United Kingdom;01/04/2017;2016;TV-MA;93 min;Documentaries, International Movies;Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records.
s1821;Movie;Don't Think Twice;Mike Birbiglia;Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke;United States;01/05/2017;2016;R;92 min;Comedies, Dramas, Independent Movies;Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.
s1822;Movie;Don’t Listen;Ángel Gómez Hernández;Rodolfo Sancho, Ana Fernández, Ramón Barea, Belén Fabra, Lucas Blas;Spain;27/11/2020;2020;TV-MA;98 min;Horror Movies, International Movies;After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert.
s1823;Movie;Donald Glover: Weirdo;Shannon Hartman, Michelle Caputo;Donald Glover;United States;19/11/2016;2012;TV-MA;65 min;Stand-Up Comedy;"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us."
s1824;Movie;Donnie Brasco;Mike Newell;Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier;United States;01/01/2020;1997;R;127 min;Dramas, Thrillers;When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.
s1825;Movie;Doom;Andrzej Bartkowiak;Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele;United Kingdom, Czech Republic, Germany, United States;01/11/2020;2005;R;105 min;Action & Adventure, Horror Movies, Sci-Fi & Fantasy;A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.
s1826;Movie;Doom: Annihilation;Tony Giglio;Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare;United States;25/12/2019;2019;R;97 min;Action & Adventure, Horror Movies, Sci-Fi & Fantasy;When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.
s1829;TV Show;Dope;;;United States;28/06/2019;2019;TV-MA;3 Seasons;Crime TV Shows, Docuseries;Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.
s1831;TV Show;Dorohedoro;;Wataru Takagi, Reina Kondo, Kenyu Horiuchi, Yoshimasa Hosoya, Yu Kobayashi, Kengo Takanashi, Miyu Tomita, Toru Nara, Mitsuhiro Ichiki, Hisao Egawa, Soungdok, Mayu Udono, Anri Katsu, Shinichiro Miki, Hozumi Goda, Tetsu Inada, Takuma Terashima, Ryohei Kimura, Yuki Kaji;Japan;28/05/2020;2020;TV-MA;1 Season;Anime Series, International TV Shows;Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.
s1834;Movie;Double Jeopardy;Bruce Beresford;Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Roma Maffia, Jay Brazeau, Michael Gaston, Daniel Lapaine;United States, Germany, Canada;01/07/2020;1999;R;105 min;Thrillers;"After being framed and serving time for her husband's supposed murder, Libby decides to kill her ""late"" husband for good."
s1837;Movie;Doubt;John Patrick Shanley;Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, Lydia Jordan, Lloyd Clay Brown;United States;07/03/2019;2008;PG-13;104 min;Dramas, Faith & Spirituality;Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.
s1838;Movie;Dovlatov;Aleksey German;Milan Maric, Danila Kozlovsky, Helena Sujecka, Artur Beschastny, Anton Shagin, Svetlana Khodchenkova, Elena Lyadova, Piotr Gasowski, Eva Gerr, Hanna Sleszynska;Russia, Poland, Serbia;26/10/2018;2018;PG-13;126 min;Dramas, International Movies;Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime.
s1841;Movie;Dr Jason Leong Hashtag Blessed;Kubhaer T. Jethwani;Jason Leong;;16/09/2020;2018;TV-MA;69 min;Stand-Up Comedy;In this stand-up special, former doctor Jason Leong gives his diagnoses on the nonsense of traditional healers, business-class show-offs and more.
s1849;TV Show;Dragon's Dogma;;Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki, Miyuki Sawashiro, Yuko Sanpei, Suzuko Mimori, Takayuki Sugo;;17/09/2020;2020;TV-MA;1 Season;Anime Series, International TV Shows;Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.
s1850;Movie;Dragonheart;Rob Cohen;Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie;United States;01/01/2020;1996;PG-13;103 min;Action & Adventure, Sci-Fi & Fantasy;In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.
s1851;Movie;Dragonheart 3: The Sorcerer;Colin Teague;Julian Morris, Tamzin Merchant, Ben Kingsley, Jassa Ahluwalia, Jonjo O'Neill, Dominic Mafham, Roger Ashton-Griffiths, Jake Curran, Duncan Preston, Ozama Oancea;United States;01/01/2020;2015;PG-13;97 min;Action & Adventure, Sci-Fi & Fantasy;When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.
s1853;Movie;Dragonheart: Battle for the Heartfire;Patrik Syversen;Tom Rhys Harries, Jessamine-Bliss Bell, Patrick Stewart, André Eriksen, Richard Cordery, Martin Hutson, Turlough Convery, Delroy Brown, Tamzin Merchant;United States;13/06/2017;2017;PG-13;98 min;Action & Adventure, Sci-Fi & Fantasy;When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne.
s1854;Movie;Dragonheart: Vengeance;Ivan Silvestrini;Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle;United States;04/02/2020;2020;PG-13;97 min;Action & Adventure, Sci-Fi & Fantasy;When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths.
s1864;Movie;Dream Boat;Tristan Ferland Milewski;;Germany;01/12/2017;2017;TV-MA;92 min;Documentaries, International Movies, LGBTQ Movies;On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life.
s1866;Movie;Dream/Killer;Andrew Jenks;Bill Ferguson, Ryan Ferguson;United States;20/11/2019;2015;TV-MA;109 min;Documentaries;This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
s1877;Movie;Drink Drank Drunk;Yeung Yat-Tak;Carlos Chan, Ken Hung, Deep Ng, Michelle Wai, Yee Tong, Felix Lok, Kin-Yan Lee;Hong Kong;24/08/2019;2016;TV-MA;92 min;Comedies, International Movies;Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching.
s1881;TV Show;Droppin' Cash: Los Angeles;;;United States;28/08/2019;2019;TV-MA;2 Seasons;Reality TV;This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.
s1882;TV Show;Drug Lords;;;United States;10/07/2018;2018;TV-MA;2 Seasons;Crime TV Shows, Docuseries;Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.
s1883;TV Show;Drug Squad: Costa del Sol;;Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández;Spain;25/10/2019;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.
s1884;TV Show;Drugs, Inc.;;Mike Secher;United States;23/03/2019;2015;TV-MA;1 Season;Crime TV Shows, Docuseries;This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.
s1885;Movie;Drunk Parents;Fred Wolf;Alec Baldwin, Salma Hayek, Jim Gaffigan, Joe Manganiello, Treat Williams, Ben Platt, Aasif Mandvi, Natalia Cigliuti;United States;18/08/2020;2019;R;97 min;Comedies;Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.
s1886;Movie;Dry Martina;Che Sandoval;Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Álvaro Espinosa;Chile, Argentina;11/05/2019;2018;TV-MA;100 min;Dramas, Independent Movies, International Movies;An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
s1888;Movie;Duck Butter;Miguel Arteta;Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara;United States;01/07/2018;2018;TV-MA;94 min;Dramas, Independent Movies, LGBTQ Movies;Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.
s1890;Movie;Dude;Olivia Milch;Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina, Alex Wolff, Brooke Smith, Jerry MacKinnon, Ronen Rubenstein, Satya Bhabha, Sydney Lucas;United States;20/04/2018;2018;TV-MA;97 min;Comedies, Dramas, Independent Movies;Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.
s1894;Movie;Dumb and Dumberer: When Harry Met Lloyd;Troy Miller;Eric Christian Olsen, Derek Richardson, Rachel Nichols, Cheri Oteri, Luis Guzmán, Elden Henson, William Lee Scott, Mimi Rogers, Eugene Levy;United States;01/10/2019;2003;PG-13;85 min;Comedies;This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.
s1895;Movie;Dumplin';Anne Fletcher;Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio, Bex Taylor-Klaus, Luke Benward, Georgie Flores, Dove Cameron, Harold Perrineau, Kathy Najimy, Ginger Minj, Hilliary Begley;United States;07/12/2018;2018;PG-13;110 min;Comedies, Dramas, Independent Movies;To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom.
s1898;TV Show;Durarara!!;;Toshiyuki Toyonaga, Miyuki Sawashiro, Mamoru Miyano, Kana Hanazawa, Hiroshi Kamiya, Daisuke Ono, Jun Fukuyama, Yuichi Nakamura, Yuki Kaji, Ayahi Takagaki, Kazuma Horie, Sanae Kobayashi, Takaya Kuroda, Kari Wahlgren, Darrel Guilbeau, Bryce Papenbrook, Michelle Ruff, Johnny Yong Bosch, Crispin Freeman, Yuri Lowenthal, Steve Blum;Japan;20/12/2018;2016;TV-MA;1 Season;Anime Series, Crime TV Shows, International TV Shows;A young man looking for excitement moves to Ikebukuro, a district in Tokyo, where he finds a world of mystery in which the past and present mesh.
s1900;Movie;Dying to Tell;Hernán Zin;;Spain;17/05/2019;2018;TV-MA;88 min;Documentaries, International Movies;Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work.
s1903;Movie;E-Team;Katy Chevigny, Ross Kauffman;;United States;24/10/2014;2014;TV-MA;90 min;Documentaries;The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.
s1904;Movie;Earth and Blood;Julien Leclercq;Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre;France, Belgium;17/04/2020;2020;TV-MA;81 min;Dramas, International Movies, Thrillers;A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.
s1909;Movie;Earthquake Bird;Wash Westmoreland;Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay;United Kingdom, Japan, United States;15/11/2019;2019;R;107 min;Dramas, Romantic Movies;In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.
s1911;TV Show;Eastsiders;;Kit Williamson, Van Hansis, Constance Wu, Matthew McKelligon, John Halbach, Stephen Guarino;United States;01/12/2019;2018;TV-MA;4 Seasons;TV Comedies, TV Dramas;Cal turns to his friends for help through a hilariously dark time when he discovers that his partner Thom's been cheating on him.
s1912;TV Show;Easy;;Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor;United States;10/05/2019;2019;TV-MA;3 Seasons;TV Comedies, TV Dramas;This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture.
s1913;Movie;Easy A;Will Gluck;Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka;United States;01/11/2020;2010;PG-13;92 min;Comedies, Romantic Movies;When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.
s1914;TV Show;Easy Fortune Happy Life;;Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan;Taiwan;01/09/2016;2009;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.
s1915;Movie;Eat Pray Love;Ryan Murphy;Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero;United States;10/09/2019;2010;PG-13;140 min;Dramas, Romantic Movies;After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.
